ICD-10 (1-3-digit codes) main diagnosis,Diagnosis of hospital in-patients (main diagnosis),Year,Patient's place of residence,Gender,under 1 year,1 to under 5 years,5 to under 10 years,10 to under 15 years,15 to under 18 years,18 to under 20 years,20 to under 25 years,25 to under 30 years,30 to under 35 years,35 to under 40 years, 40 to under 45 years,45 to under 50 years,50 to under 55 years,55 to under 60 years,60 to under 65 years,65 to under 70 years,70 to under 75 years,75 to under 80 years,80 to under 85 years,85 to under 90 years
ICD10-G00-G99,Diseases of the nervous system,2020,Rheinland-Pfalz,Both,7.5,4.7,4.5,4.1,5.3,5,4.4,4.4,5,4.7,4.7,4.5,5.4,5.4,5.5,7.1,6.9,7.6,7.8,7.9
ICD10-I00-I99,Diseases of the circulatory system,2020,Rheinland-Pfalz,Both,7.5,5.9,3.4,3.3,3.9,4.5,4.1,3.9,4.7,4.4,5,5.5,5.7,5.7,6.5,6.8,7,7.5,8.2,8.7
ICD10-J00-J99,Diseases of the respiratory system,2020,Rheinland-Pfalz,Both,3.8,3.1,3,3.4,3.8,4.3,4.1,4.1,4.2,4.3,4.9,5.7,6.4,6.9,8.1,8.9,8.8,9.1,9.3,9.3
ICD10-K00-K93,Diseases of the digestive system,2020,Rheinland-Pfalz,Both,3.1,2.8,3,3.3,3.2,3.4,3.5,3.7,3.9,4.1,4.2,4.7,5,5.3,5.6,6.1,6.1,6.6,6.9,7.1
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Rheinland-Pfalz,Both,8.9,4,4.8,4.4,4.1,3.7,3.9,4.2,4.6,4.8,5.6,5.6,6,6.4,6.9,7.5,8.2,9.1,10.2,10.6
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Saarland,Male,3.8,3.1,2.8,2.7,3.8,5.5,4.5,6.5,4.8,6.1,6.6,6,9.8,10.4,9.5,9.8,9.1,9.6,9.7,8.4
ICD10-C00-C97,Malignant neoplasms,2020,Saarland,Male,11,6.5,4.8,5,4.7,7.3,4.9,8.8,9.4,9.4,8.6,6.2,7.5,7.4,7.4,7.4,7.6,7.7,7.4,7.9
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Saarland,Male,27.3,4.2,3.3,2.5,2,12,7,4,5.4,7.4,2,4.9,6.7,5.5,6.6,6.8,6.5,6.9,6.9,7
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Saarland,Male,12.6,7.9,5.8,7.4,4.6,5,5.3,5.3,4.8,5.1,5.9,10,6.3,8.2,9.4,9.6,9.7,8.1,7.8,7.5
ICD10-G00-G99,Diseases of the nervous system,2020,Saarland,Male,9.7,5.3,4.4,3.1,4.9,3.2,4,4.3,4.9,4.4,4.5,5.4,6.7,7.2,7.7,8.2,8.7,8.7,9.6,10.6
ICD10-I00-I99,Diseases of the circulatory system,2020,Saarland,Male,4.8,4.1,4.9,2.7,3.9,10.2,5.4,4.2,4.8,5.9,5.3,6.4,6.4,6.4,6.9,7.8,7.9,8.5,9,8.7
ICD10-J00-J99,Diseases of the respiratory system,2020,Saarland,Male,3.9,2.8,2.7,2.9,4.4,3.4,3.7,3.1,3.4,3.7,5.1,6.1,6.2,7.4,8.3,8.3,9,9.2,8.8,8.9
ICD10-K00-K93,Diseases of the digestive system,2020,Saarland,Male,5.7,2.6,3.2,3.5,3.3,3.9,3.5,3.7,3.5,4.2,5,4.8,4.9,5.3,5.8,6.5,5.3,6,6.4,6.3
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Saarland,Male,-,5.4,4.5,4.4,4.3,3.5,3,4.3,4.4,4.9,5,5.6,6.4,6.8,6.9,8.2,8.2,9.3,10.5,11.7
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Saarland,Female,3.8,3.1,3.8,2.8,4.8,4.6,4.7,4.8,4.6,5,4.2,7.1,8.1,7.4,10,9.2,8.8,9,8.9,8.7
ICD10-C00-C97,Malignant neoplasms,2020,Saarland,Female,1,7.3,3.3,9.7,6,4,6.8,6.3,5.6,6.4,6.1,6.2,6.7,6.7,7.2,7.1,7.8,8.3,8.4,8.2
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Saarland,Female,1,4.8,6.1,8,5.3,4,3.6,3.2,4.1,6.9,3.6,7.1,6.4,7.1,5.8,7.2,6.5,5.9,6.6,5.9
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Saarland,Female,8,9.5,3.8,5.4,5.1,7.3,4.9,3.7,5.4,4.4,5.6,4.4,4.7,6.1,6.6,6.6,6.9,7.6,7.1,7.2
ICD10-G00-G99,Diseases of the nervous system,2020,Saarland,Female,9.8,8.8,4.8,4.3,5.7,4.4,5.2,4.3,4.9,6.9,4.4,5.8,5.9,6.9,6.6,8.4,9,9.2,9,8.1
ICD10-I00-I99,Diseases of the circulatory system,2020,Saarland,Female,5.5,5.2,5.4,3.8,3.5,4.4,8.1,5.1,5.8,7.1,5.7,5.6,5.6,6.3,6,6.5,6.5,7.6,8.3,8.7
ICD10-J00-J99,Diseases of the respiratory system,2020,Saarland,Female,3.8,3,3.3,3.1,3.6,3.2,3.4,3.2,3.5,3.8,4,5.3,5.2,7,7.9,7.6,8.3,8.2,8.3,8.6
ICD10-K00-K93,Diseases of the digestive system,2020,Saarland,Female,3.2,3.7,3.1,3.2,3.7,3.3,3.8,3.4,3.8,3.9,4.4,4.4,5.3,5.2,6.1,6.5,6.8,6.8,7,6.3
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Saarland,Female,5.7,4.9,4.9,4.9,5.1,4.7,3.4,4.5,4.5,4.7,5,5.6,6,6.5,7.2,7.8,8.7,9.4,10.3,10.8
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Saarland,Both,3.8,3.1,3.3,2.7,4.4,5,4.6,5.7,4.7,5.6,5.4,6.6,9,9,9.7,9.5,9,9.3,9.3,8.6
ICD10-C00-C97,Malignant neoplasms,2020,Saarland,Both,7.7,6.9,4.4,6.1,5.2,6.9,5.8,7.9,7.3,7.6,6.9,6.2,7.1,7.1,7.3,7.2,7.7,8,7.9,8
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Saarland,Both,20.8,4.6,4.9,4.3,4.9,6,5.2,3.7,4.7,7.1,3,6.5,6.6,6.3,6.2,7,6.5,6.2,6.7,6.2
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Saarland,Both,10.2,8.5,4.4,6.6,4.9,6.1,5.1,4.3,5.2,4.6,5.7,6.9,5.4,7.1,8.1,8.3,8.5,7.9,7.4,7.3
ICD10-G00-G99,Diseases of the nervous system,2020,Saarland,Both,9.8,6.5,4.6,3.7,5.3,3.9,4.7,4.3,4.9,5.8,4.5,5.6,6.3,7.1,7.2,8.3,8.8,8.9,9.3,9.1
ICD10-I00-I99,Diseases of the circulatory system,2020,Saarland,Both,5.2,4.6,5,3.3,3.7,7,6.8,4.6,5.3,6.4,5.5,6.1,6.2,6.3,6.6,7.3,7.3,8.1,8.6,8.7
ICD10-J00-J99,Diseases of the respiratory system,2020,Saarland,Both,3.8,2.9,3,3,4,3.3,3.6,3.2,3.4,3.8,4.6,5.7,5.8,7.2,8.1,8,8.7,8.7,8.6,8.8
ICD10-K00-K93,Diseases of the digestive system,2020,Saarland,Both,5,3,3.2,3.3,3.5,3.6,3.7,3.6,3.7,4.1,4.7,4.7,5.1,5.3,5.9,6.5,6,6.4,6.7,6.3
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Saarland,Both,5.7,5.2,4.7,4.7,4.7,4.2,3.2,4.4,4.5,4.8,5,5.6,6.2,6.7,7,8,8.5,9.3,10.4,11.1
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen,Male,3.5,3.5,3.5,3.6,3.8,6.4,5.8,7.5,5.5,6.4,11.4,8.9,8.3,9.5,9.8,10.3,10.4,10.3,9.6,10.2
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen,Male,9.7,4.5,6,5.3,7.7,7.4,8.3,7.5,8.4,8.4,8.8,8.3,8.6,8.6,8.6,8.4,8.5,8.2,8.5,7.9
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen,Male,2.9,4.3,6.6,4,4.5,5.2,6.1,7.4,6.6,4,4.4,3.7,5.1,6.2,5.6,8,7.7,6.5,6.9,6.7
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen,Male,5.6,5.7,4.6,5.2,4.7,5.4,6,5.6,5.7,7.4,8,7.9,8.8,8.8,10.5,10.4,10,10.5,9.4,8.6
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen,Male,7.8,5,4,3.7,4.3,5.3,5,3.9,6.4,5.5,5.5,6.5,7.1,6.8,8.7,9.5,10,10.3,11.1,10.8
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen,Male,6.4,2.8,3.1,2.9,4,3.7,3.7,5,5.8,6.8,5.8,7.7,6.6,7.3,7.6,8.2,8.3,8.5,8.8,9.2
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen,Male,4.2,3.6,4.6,4.6,6.3,4.3,5.5,3.9,5,6.2,4.9,6.3,7.3,8.1,8.8,8.6,8.6,9.2,9.4,9
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen,Male,3.5,3.2,3.4,3.9,3.8,4.1,4.8,5.4,3.9,4.4,4.7,5.6,6.3,6.1,6,6.7,6.5,6.4,7,6.9
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen,Male,7,4.6,4,4.3,4.7,8.2,3.7,4.1,4.6,4.7,4.8,5.6,6.2,6.5,7.1,8.1,9.2,9.4,10.3,12.2
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen,Female,3.8,3.5,3.3,3.3,3.2,4.5,4.5,4.6,6.4,5.4,6,7.3,7.4,10.1,8.2,9.2,9.8,9.4,10.3,9.7
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen,Female,7.7,5.8,5.4,6.2,9.6,4.9,7.2,8,7.3,6.4,6.9,7.7,7.3,7.9,8.2,8.6,9.2,9.2,9.5,9.1
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen,Female,3.3,3.9,11.4,6.3,5.4,3.9,4.4,3.9,4.2,4.5,4.4,4.8,4.2,7.1,6.2,6.7,6.3,7.3,8.1,6.3
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen,Female,5.3,6.9,5.8,5.7,4.1,6.5,5.1,4.7,4.4,5.4,4,4.5,5.3,5.4,6.5,7.1,8.2,8.4,8.2,7.9
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen,Female,6.4,5.1,4.9,4.2,4.2,5.2,4.6,4.9,5.2,7.5,5.6,6.3,6.6,7.9,8.2,8.4,9.3,9.7,10.8,10
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen,Female,6.6,5.1,2.6,3.1,3.3,3.6,3.5,5.9,5.7,5.4,6.2,6.4,6.1,7.4,6.4,7,7.3,8,8.6,8.8
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen,Female,4.2,3.7,3.4,3.6,4,3.8,4.6,4,5.3,4.3,5.4,4.8,5.9,7.2,7.5,7.9,9,9.4,9.1,9
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen,Female,4.9,3.3,3.6,3.7,3.6,3.9,4.5,4,4.7,4.9,4.9,5.5,5.3,6.2,6.2,7,6.8,7,7.5,7.4
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen,Female,4.1,3.8,5.2,4.1,4.2,4.2,3.7,5.3,5.3,4.9,4.6,5.5,5.9,6.2,7,8.2,8.5,9.5,10.5,10.8
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen,Both,3.6,3.5,3.4,3.5,3.4,5.3,5.2,6.2,5.9,5.9,9.1,8.2,8,9.7,9.1,9.9,10.1,9.9,9.9,9.9
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen,Both,8.9,5.3,5.7,5.7,8.5,6.5,7.8,7.7,7.8,7.3,7.8,8,8,8.3,8.4,8.5,8.8,8.6,8.9,8.4
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen,Both,3.1,4.1,8.7,5.2,5.1,4.3,4.9,5.3,5.4,4.3,4.4,4.3,4.7,6.7,5.9,7.4,7,6.9,7.6,6.5
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen,Both,5.5,6.2,5.1,5.4,4.4,6,5.5,5,4.9,6.2,5.6,6,7,7.2,8.8,9,9.2,9.4,8.7,8.2
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen,Both,7.2,5.1,4.4,3.9,4.3,5.2,4.8,4.4,5.8,6.5,5.5,6.4,6.9,7.3,8.5,9,9.7,10,10.9,10.3
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen,Both,6.5,3.9,2.9,3,3.6,3.7,3.6,5.3,5.8,6.3,5.9,7.3,6.4,7.3,7.2,7.8,7.9,8.3,8.7,8.9
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen,Both,4.2,3.7,4.1,4.1,5,4,5.1,4,5.1,5.5,5.1,5.7,6.7,7.7,8.3,8.4,8.7,9.3,9.3,9
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen,Both,3.9,3.2,3.5,3.8,3.7,4,4.7,4.8,4.3,4.6,4.8,5.6,5.9,6.2,6.1,6.8,6.6,6.7,7.3,7.2
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen,Both,5.7,4.2,4.6,4.2,4.4,5.9,3.7,4.7,4.9,4.8,4.7,5.6,6,6.4,7,8.1,8.8,9.5,10.4,11.3
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen-Anhalt,Male,3.8,3.3,2.8,3.1,3.7,3.8,5,5.7,6.1,5.1,7.3,7.5,7.5,7.6,9.2,8.8,9,9.5,8.9,8.3
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen-Anhalt,Male,3.2,4.2,3.7,5.7,6.8,8.7,8.6,9.4,7.3,6.3,8.9,7.5,7.4,7.4,7.3,7.5,7.3,7.2,7.5,7.4
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen-Anhalt,Male,4.3,5.1,4.5,1.2,1.8,3.3,7.6,4.4,4.9,5.3,7.1,5.7,5.4,6.2,5.5,5.8,5.2,6.2,6.1,6.1
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen-Anhalt,Male,7.1,5.9,5.4,5.7,7.3,5.9,6.4,6.3,5.9,7,7.3,6.9,7.3,7.9,9.3,9.3,9.4,8.4,8.3,7.6
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen-Anhalt,Male,10.4,5.2,3.8,4.7,4.2,3.8,4,5.8,6.1,5.7,5.1,6.6,7,7.7,8.5,9.7,10.8,10.3,10.6,10.8
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen-Anhalt,Male,20.3,2.7,2.9,3.5,5,3.6,5,5.2,4.1,5.2,5.4,5,5.8,6,6.2,7.1,7.2,7.7,8.1,8.5
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen-Anhalt,Male,4.5,2.9,3.1,3.1,3.7,3.9,3.6,4.1,3.9,4.3,4.7,5.6,6.6,6.8,7.3,8.1,8,8.5,8.7,8
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen-Anhalt,Male,4.4,2.9,3.4,3.8,3.3,4.4,3.2,3.8,3.8,4,4.2,4.6,4.9,5.3,5.6,6.1,5.6,5.9,6,6.3
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen-Anhalt,Male,6.6,4.6,5.9,4.8,3.4,3.7,4.1,4.4,4.5,4.8,5,5,5.7,6.3,6.9,7.5,8.1,8.6,9.5,10
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen-Anhalt,Female,3.8,3.3,3.5,3.4,3.6,3.3,4,4.3,5,4.3,5.6,5.5,6.5,8,7.5,8,8.8,8.5,8.6,8.5
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen-Anhalt,Female,6,7.1,6.5,5.3,11.9,1.9,5.5,5.6,6.6,6.4,6.1,6.7,6.7,7.3,7.7,7.5,7.9,8.6,8.5,8.7
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen-Anhalt,Female,7.3,6.3,2,4,5.6,3.4,3.6,2.9,4.3,4.4,5.3,6.3,4.8,5.2,5.1,5.6,6.1,6,5.4,5.5
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen-Anhalt,Female,4.4,6.7,4.5,5.1,4.2,6.6,4.6,4.6,4.3,4.2,4.3,4.5,4.9,5.4,6,7,7.4,7.2,7.7,7.1
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen-Anhalt,Female,8.5,5.2,3.3,3.2,3.8,3.4,5.4,4.5,5.4,5.9,5.5,6.6,6,7.2,7.9,8.4,9.2,10.6,9.8,9.2
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen-Anhalt,Female,3.1,3.1,3.9,2.7,3.9,3.4,3.1,4.7,6.2,4.9,4.5,4.9,5.7,5.5,5.9,6,6.6,7.3,7.8,8.2
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen-Anhalt,Female,4.8,3.2,3.5,3.6,3.3,3.8,3.6,3.7,3.8,4.2,4,5.1,5.9,6.4,6.7,7.3,7.7,8.4,8.2,8.1
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen-Anhalt,Female,4.7,3.1,3,3.3,3.6,2.8,3.7,4,4,4.1,4.3,4.4,5.3,5.2,5.4,5.7,5.9,6.2,6.6,6.7
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen-Anhalt,Female,2.3,6,4.1,3.9,3.8,4.3,3.9,4.4,4.2,4.3,4.6,5,5.4,6,6.4,7.1,8.1,8.8,9.6,10.2
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Sachsen-Anhalt,Both,3.8,3.3,3.1,3.3,3.6,3.5,4.4,5.1,5.6,4.7,6.5,6.7,7,7.8,8.5,8.5,8.9,9,8.8,8.4
ICD10-C00-C97,Malignant neoplasms,2020,Sachsen-Anhalt,Both,5.4,5.3,5,5.5,7.3,6.5,7.6,7.7,6.9,6.4,7.4,7,7.1,7.3,7.4,7.5,7.5,7.7,7.9,8
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Sachsen-Anhalt,Both,6,5.7,2.9,2.1,3,3.4,5,3.8,4.7,4.9,6.1,6.1,5.1,5.8,5.3,5.7,5.6,6.1,5.8,5.8
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Sachsen-Anhalt,Both,6.1,6.3,4.9,5.4,5.5,6.3,5.5,5.3,5,5.2,5.7,5.5,6.2,6.8,7.9,8.3,8.5,7.8,7.9,7.2
ICD10-G00-G99,Diseases of the nervous system,2020,Sachsen-Anhalt,Both,9.5,5.2,3.6,3.9,4,3.5,4.9,5,5.7,5.8,5.3,6.6,6.6,7.5,8.2,9.2,10.1,10.4,10.2,9.8
ICD10-I00-I99,Diseases of the circulatory system,2020,Sachsen-Anhalt,Both,13.8,2.9,3.5,3.1,4.4,3.5,4,4.9,5.1,5.1,5.1,5,5.7,5.9,6.1,6.7,7,7.5,7.9,8.3
ICD10-J00-J99,Diseases of the respiratory system,2020,Sachsen-Anhalt,Both,4.6,3,3.3,3.4,3.5,3.8,3.6,3.9,3.9,4.3,4.4,5.4,6.3,6.6,7.1,7.8,7.9,8.5,8.5,8
ICD10-K00-K93,Diseases of the digestive system,2020,Sachsen-Anhalt,Both,4.5,3,3.2,3.5,3.5,3.5,3.4,3.9,3.9,4,4.3,4.5,5.1,5.2,5.5,5.9,5.7,6.1,6.3,6.5
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Sachsen-Anhalt,Both,4.1,5.2,5.2,4.4,3.6,4,4,4.4,4.4,4.6,4.8,5,5.5,6.2,6.6,7.3,8.1,8.7,9.6,10.1
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Schleswig-Holstein,Male,3,2.9,2.5,3.2,3.3,7.3,6.9,4.8,8.4,6.8,9,8.8,8.7,9.9,9.6,10.1,10.2,10.6,10.6,11
ICD10-C00-C97,Malignant neoplasms,2020,Schleswig-Holstein,Male,11.4,6.2,5.5,5.6,6.3,9.7,6.2,6,7.3,9.3,9.1,8.6,8.7,8.7,8.7,8.9,9,9.1,8.9,8.8
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Schleswig-Holstein,Male,9.8,5.8,4.5,6.5,8.7,4.3,5.9,3.7,4.7,4.7,5,6.4,5.7,5.8,7.9,6.2,5.9,6.4,6.6,6.2
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Schleswig-Holstein,Male,6.8,6.5,6.1,5.4,5,5.2,4.9,5.2,5.7,6.1,6.5,6,7.1,8.1,9.3,9.3,9.9,9.9,8.9,8.9
ICD10-G00-G99,Diseases of the nervous system,2020,Schleswig-Holstein,Male,8.5,5.6,5.2,4.8,4.3,3.9,5,5.4,5.3,4.9,7.2,5.7,6.6,6,6.6,9.1,9.5,10.2,9.6,9.3
ICD10-I00-I99,Diseases of the circulatory system,2020,Schleswig-Holstein,Male,7.3,36.2,2.9,3.1,3.6,3.8,4.2,4.2,5.3,6.7,5.7,5.4,6,5.9,6.3,7.3,7.7,8.1,8.8,9.3
ICD10-J00-J99,Diseases of the respiratory system,2020,Schleswig-Holstein,Male,3.9,2.6,2.5,3.5,3.9,4.6,4.5,3.6,4.1,4.1,5.1,6.1,6.6,7.7,8.4,9.2,9.7,10.1,10.7,10.3
ICD10-K00-K93,Diseases of the digestive system,2020,Schleswig-Holstein,Male,3.2,3.4,2.7,3.5,3.2,3.4,3.5,3.2,3.5,3.9,4.1,4.3,4.5,5.1,5.5,5.5,6.2,6.1,6.8,7.5
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Schleswig-Holstein,Male,3.6,4.4,4.1,3.8,3.9,4,3.8,3.6,4.2,4.5,4.9,4.9,5.1,5.8,6,7.1,7.8,8.5,9.9,11.6
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Schleswig-Holstein,Female,3,2.8,2.7,2.9,2.5,4,4.7,3.8,5.4,5.4,6,6.6,7.7,8.4,8.8,10.4,10.7,10.5,10.5,10.5
ICD10-C00-C97,Malignant neoplasms,2020,Schleswig-Holstein,Female,8.4,5.6,6.3,8.5,4.6,7.6,8.2,7,6.6,6.2,6.2,6,6.7,7.5,8,8.7,8.9,9.8,10.1,10.6
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Schleswig-Holstein,Female,20.3,3.1,4.4,4.4,8.6,11.3,7.2,5.5,3.6,4.9,4.5,9.2,5.4,6.2,6.9,6.9,5.6,7.2,7.4,5.9
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Schleswig-Holstein,Female,6.7,5.9,5,6.1,5,4.7,3.3,3.7,3.2,3.4,4.1,4.6,4.9,4.4,5.7,6.3,7.9,7.7,8.5,8.5
ICD10-G00-G99,Diseases of the nervous system,2020,Schleswig-Holstein,Female,6.8,4.5,4.8,4.2,4.1,4.4,5.6,5.6,5,5.1,6.1,5.5,5.8,6.3,7.8,8.7,8.6,8.3,9.1,8.7
ICD10-I00-I99,Diseases of the circulatory system,2020,Schleswig-Holstein,Female,11.9,5.1,11,2.8,3.3,3.2,3.5,3.4,4.8,5.5,4.4,5.2,5.9,5.2,6.2,6.7,7,7.7,8.6,9.4
ICD10-J00-J99,Diseases of the respiratory system,2020,Schleswig-Holstein,Female,3.6,2.8,3.1,3.2,3.9,3.6,3.2,3.4,4,3.6,4.3,5.3,6,6.4,7.7,8.1,8.9,9.6,10.5,10.1
ICD10-K00-K93,Diseases of the digestive system,2020,Schleswig-Holstein,Female,3,4.3,2.9,3,3.2,3.2,3.8,3.8,3.7,4.1,4.4,4.8,4.5,5.5,5.4,6.5,6.7,7.4,7.9,8.2
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Schleswig-Holstein,Female,4.3,5.4,4.7,3.8,3,3.2,3.3,4.2,4,4.4,4.4,4.5,4.8,5.1,6.1,7.2,7.7,9.1,11.3,12.4
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Schleswig-Holstein,Both,3,2.9,2.6,3,2.8,5.4,5.8,4.3,6.8,6.2,7.7,7.9,8.2,9.2,9.3,10.2,10.4,10.5,10.6,10.7
ICD10-C00-C97,Malignant neoplasms,2020,Schleswig-Holstein,Both,10.6,5.9,5.9,6.6,5.8,8.6,7,6.4,7,7.5,7.2,7,7.6,8.1,8.4,8.8,8.9,9.4,9.4,9.6
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Schleswig-Holstein,Both,11.8,5,4.5,5,8.6,8.2,6.6,4.9,4.2,4.8,4.7,8,5.5,6,7.4,6.5,5.7,6.8,7.1,6
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Schleswig-Holstein,Both,6.8,6.2,5.4,5.8,5,5,4.1,4.2,4,4.3,5,5.2,5.8,6.2,7.5,7.9,8.9,8.8,8.7,8.6
ICD10-G00-G99,Diseases of the nervous system,2020,Schleswig-Holstein,Both,7.7,5.2,5,4.6,4.2,4.1,5.3,5.5,5.1,5,6.6,5.6,6.2,6.1,7.1,8.9,9.2,9.3,9.3,8.9
ICD10-I00-I99,Diseases of the circulatory system,2020,Schleswig-Holstein,Both,8.5,22.8,6.7,2.9,3.4,3.4,3.8,3.9,5.1,6.2,5.2,5.3,6,5.7,6.3,7,7.4,7.9,8.7,9.3
ICD10-J00-J99,Diseases of the respiratory system,2020,Schleswig-Holstein,Both,3.8,2.7,2.8,3.4,3.9,4,3.8,3.5,4,3.9,4.7,5.7,6.3,7.1,8.1,8.8,9.3,9.9,10.6,10.2
ICD10-K00-K93,Diseases of the digestive system,2020,Schleswig-Holstein,Both,3.1,3.7,2.8,3.2,3.2,3.3,3.7,3.5,3.6,4,4.2,4.5,4.5,5.3,5.4,6,6.4,6.7,7.4,7.9
ICD10-M00-M99,Diseases of the musculoskeletal sys.a.conn.tissue,2020,Schleswig-Holstein,Both,3.8,4.9,4.4,3.8,3.4,3.6,3.6,3.9,4.1,4.4,4.6,4.7,4.9,5.4,6,7.2,7.8,8.9,10.8,12.1
ICD10-A00-B99,Certain infectious and parasitic diseases,2020,Thueringen,Male,3.1,3.1,2.9,3.2,4.2,4.2,9,4.6,4.9,6.8,6.2,8.1,8.2,9.4,9.3,10.8,10.3,10.4,9.8,9.7
ICD10-C00-C97,Malignant neoplasms,2020,Thueringen,Male,10.3,9.1,8.7,9.1,4.2,4.2,7.1,7,5.7,6.4,6.7,7.8,7.7,7.7,7.7,7.3,7.3,7.4,7.4,8.1
ICD10-D50-D90,Diseases of the blood and blood-forming organs etc,2020,Thueringen,Male,4,3.6,3.7,2.8,1.7,5.5,7.8,3.6,5,4.8,5.3,4.8,3.6,6.6,5.8,6.9,6.4,7.1,6.8,5.8
ICD10-E00-E90,"Endocrine, nutritional and metabolic diseases",2020,Thueringen,Male,12.1,5.6,4.8,5,5.8,4.9,6.2,7.5,6.5,6.9,6.3,6.9,7.9,8.7,9.2,9.2,10.1,9.3,8.8,8.1
ICD10-G00-G99,Diseases of the nervous system,2020,Thueringen,Male,6.7,4.9,4.2,3.6,3.5,3,3.7,5.9,5.5,4.3,5.6,6.2,7.2,7.1,7.7,10.3,9.6,10.8,9.7,9.8
